Id,Maxspeed
w30655758,30
w30655765,50
w30655770,50
w30655775,30
w30671462,50
w30671472,50
w30672338,50
w30672547,40
w30672559,50
w30672640,40
w30672668,40
w30672817,50
w30672821,50
w30672933,40
w30672980,50
w30672995,40
w30673027,40
w30673048,40
w30673120,40
w30673188,50
w30673189,50
w30673346,40
w30673396,40
w30673414,40
w30673439,40
w30673467,50
w30673486,30
w30673626,30
w30673862,30
w30674359,50
w30674435,30
w30674862,40
w30674905,30
w30674917,50
w30675400,50
w30675402,50
w30675412,30
w30676398,30
w30676401,30
w30690500,50
w30690506,30
w30690507,30
w30690509,40
w30690557,30
w30690558,30
w30690562,30
w30690563,30
w30690568,30
w30691718,40
w30691719,90
w30691722,90
w30691723,90
w30691725,40
w30691728,30
w30691874,90
w30691875,90
w30691876,90
w30691879,40
w30691997,30
w30692109,50
w30692509,90
w30692511,90
w30700001,50
w30700040,50
w30700425,50
w30700434,50
w30701607,50
w30705586,30
w30705600,50
w30705618,30
w30705649,50
w30706015,50
w30706585,30
w30706677,50
w30706691,50
w30706753,50
w30706854,50
w30706869,50
w30706896,50
w30706958,50
w30706975,50
w30707722,50
w30707761,30
w30707830,50
w30707841,30
w30707855,50
w30707991,30
w30708040,50
w30708042,5
w30708078,50
w30708082,30
w30708276,30
w30708277,30
w30708292,50
w30708394,30
w30708570,30
w30708716,30
w30708775,50
w30708828,30
w30708894,50
w30708914,30
w30708999,30
w30709112,30
w30709147,30
w30709256,40
w30711240,90
w30711403,90
w30711405,90
w30729661,40
w30729674,40
w30729680,40
w30729745,40
w30729753,40
w30729873,40
w30729875,40
w30729933,40
w30729987,50
w30730054,30
w30730107,30
w30730231,90
w30730236,90
w30731275,30
w30731276,30
w30731292,20
w30731326,30
w30731346,50
w30731358,30
w30731359,30
w30731389,30
w30731431,30
w30731433,30
w30731434,30
w30731436,30
w30731438,20
w30731439,30
w30731444,30
w30731446,30
w30731452,30
w30731465,30
w30731474,30
w30731476,30
w30731479,30
w30731482,30
w30731484,30
w30731488,30
w30731496,30
w30731526,30
w30731534,30
w30731538,30
w30732580,40
w30732597,40
w30732674,30
w30732680,40
w30732689,40
w30752989,40
w30752994,40
w30753088,40
w30753100,30
w30753155,40
w30753190,40
w30753233,40
w30753247,40
w30753262,40
w30753283,40
w30753319,40
w30754142,50
w30754145,30
w30771181,30
w30771198,30
w30771329,30
w30772753,30
w30806998,40
w30807007,40
w30807015,40
w30807048,40
w30807060,40
w30807134,40
w30807135,40
w30807183,40
w30832668,50
w30832967,50
w30832977,50
w30836855,50
w30836857,50
w30836858,50
w30842753,80
w30842754,80
w30854693,50
w30855668,40
w30856027,40
w30858032,40
w30858354,90
w30858358,90
w30858389,90
w30858460,90
w30859243,70
w30859245,80
w30859256,70
w30878404,40
w30878649,70
w30893823,50
w30894755,30
w30894769,30
w30894775,30
w30894782,50
w30900935,30
w30901495,40
w30902756,40
w30926539,90
w30927669,40
w30927670,40
w30927671,50
w30927672,40
w30996462,90
w30998286,90
w30998287,90
w31240151,50
w31240152,50
w31246574,50
w31246587,40
w31248673,50
w31248699,30
w31248719,30
w31248772,50
w31248776,30
w31248795,50
w31310252,50
w31310253,50
w31310256,50
w31310260,50
w31310265,50
w31310268,50
w31310273,30
w31310281,50
w31310428,20
w31310429,40
w31310431,30
w31310434,30
w31311003,50
w31311004,40
w31311005,50
w31311006,30
w31311011,50
w31311012,40
w31311014,20
w31311015,30
w31311023,30
w31311026,30
w31311030,50
w31311298,50
w31311299,50
w31311300,50
w31311303,50
w31311304,30
w31311305,30
w31311306,50
w31311307,50
w31311308,30
w31311761,40
w31311762,50
w31311764,30
w31311767,30
w31311768,50
w31311769,50
w31311770,50
w31311771,50
w31311772,30
w31311773,30
w31311774,30
w31311775,30
w31311776,30
w31311777,50
w31311778,50
w31311779,30
w31311780,30
w31329895,30
w31340171,20
w31340172,30
w31340173,50
w31340174,20
w31340175,50
w31340176,20
w31340178,30
w31340179,20
w31340180,30
w31340182,50
w31340586,50
w31340589,40
w31340590,40
w31340593,30
w31340595,30
w31340596,50
w31340597,30
w31340598,30
w31340976,30
w31340977,50
w31340979,30
w31340980,50
w31340981,50
w31340983,30
w31340984,30
w31340986,50
w31340988,30
w31340991,50
w31340993,50
w31340995,50
w31340998,50
w31341000,30
w31341009,50
w31341013,30
w31341015,50
w31341606,50
w31341608,50
w31341609,30
w31341610,50
w31341611,50
w31341612,30
w31341613,50
w31341614,50
w31341615,30
w31341616,30
w31341617,50
w31341618,30
w31341620,30
w31341621,30
w31341623,50
w31341625,30
w31341626,50
w31341627,50
w31341628,30
w31341629,50
w31341631,50
w31341633,30
w31341634,30
w31341637,50
w31341638,30
w31341640,50
w31355794,50
w31355796,50
w31355798,30
w31355801,30
w31355803,30
w31355805,30
w31355807,50
w31355808,50
w31355809,50
w31355810,50
w31355813,20
w31355820,30
w31355823,50
w31355825,30
w31355826,50
w31355827,40
w31355829,50
w31355957,30
w31355959,50
w31355960,40
w31355961,50
w31356248,50
w31554242,30
w31554562,30
w31556961,40
w31557004,40
w31557059,40
w31576159,40
w31576160,40
w31576161,40
w31576162,40
w31576163,40
w31576164,40
w31576512,50
w31576671,90
w31576672,90
w31576673,90
w31576674,90
w31578889,50
w31578891,50
w31578893,50
w31578894,50
w31578895,50
w31578896,50
w31579983,30
w31579984,30
w31579985,30
w31579988,40
w31579989,40
w31579990,40
w31579992,40
w31715929,40
w31715935,50
w31715978,30
w31716006,50
w31767036,50
w31767075,50
w31767084,30
w31779087,30
w31779089,40
w31779090,30
w31785088,50
w31785293,30
w31785294,30
w31785443,30
w31785486,30
w31785513,50
w31785520,30
w31785524,30
w31799585,30
w31951057,30
w31951125,30
w31951127,50
w31951131,30
w31951133,20
w31951166,30
w31951173,20
w32005887,30
w32076687,30
w32335708,30
w32469497,30
w32469543,30
w32469570,40
w32469576,30
w32469592,30
w32469603,50
w32469632,50
w32469709,30
w32469713,50
w32469715,30
w32469721,30
w32526035,30
w32526051,30
w32526055,50
w32526058,50
w32526061,30
w32526062,30
w32526066,50
w32526071,50
w32526074,50
w32526078,50
w32526080,50
w32526082,30
w32526092,50
w32526100,50
w32942091,50
w32942093,50
w32942098,30
w32942113,30
w32942115,50
w32942153,30
w32942157,30
w32942162,30
w32942165,50
w32942174,50
w32942178,50
w32942321,30
w32942339,50
w32942365,50
w32942549,30
w32942554,50
w32942590,50
w32942596,50
w32942605,50
w32942637,50
w32942639,30
w32942649,50
w32942662,40
w32942665,50
w32942668,50
w32942672,30
w32942673,30
w32942691,30
w32942696,50
w32942697,50
w32942700,50
w33053098,50
w33053472,30
w33053489,50
w33053507,30
w33053587,50
w33053729,50
w33053752,30
w33053931,30
w33054022,50
w33054042,50
w33054205,40
w33054227,30
w33054276,40
w33054397,50
w33054517,50
w33203433,40
w33203435,40
w33203436,40
w33204236,50
w33537462,20
w33831686,50
w33831687,30
w33831688,50
w33831689,50
w33837409,50
w34547612,20
w34549331,50
w34549928,30
w34549936,40
w34550135,30
w34550141,30
w34550150,30
w34573144,50
w34586843,50
w34654850,30
w35085733,40
w35086123,30
w35086124,70
w35086126,50
w35140311,30
w35162427,130
w35203408,70
w35204859,40
w35204860,50
w35205349,90
w35205351,90
w35205352,30
w35205429,50
w35205509,40
w35205861,40
w35205862,40
w35206588,40
w35206589,90
w35206590,90
w35206591,90
w35206592,90
w35208156,40
w35208157,30
w35208564,40
w35681798,90
w35681799,90
w35682125,90
w35682126,90
w35682127,70
w35682128,70
w35682129,90
w35682130,90
w35682131,90
w35682132,90
w35682133,40
w35682134,40
w35883720,30
w36253010,30
w36328681,30
w36328685,30
w37579445,30
w37581943,30
w37700879,30
w37700880,30
w37700881,30
w37700883,50
w37700884,30
w37700885,30
w37702427,30
w37890006,90
w38353094,30
w38353095,30
w38353097,90
w38353098,90
w39225604,40
w39225907,40
w39231706,30
w39231708,30
w39231709,30
w39231712,40
w39411264,40
w39411265,30
w40060336,90
w40221777,40
w40224199,40
w40224422,30
w42306726,30
w42306727,30
w42306728,30
w42389184,10
w42389185,40
w42389187,40
w42389577,40
w42389578,40
w42389579,40
w42389580,40
w42389581,40
w42389582,40
w42389583,40
w42389584,40
w44182149,30
w44182150,30
w44503537,90
w44503538,90
w44890480,50
w44890481,40
w44890482,30
w44894215,30
w44894221,30
w44894223,50
w44894225,30
w44894227,50
w44894229,50
w44900755,50
w44900757,30
w44900760,30
w44900761,30
w44900762,30
w44900764,30
w45193806,30
w45193807,30
w45827645,70
w45827666,50
w45828362,90
w45828363,40
w45828364,40
w45828365,40
w45883936,30
w45883937,50
w45883939,50
w45883941,20
w45883944,30
w46332553,30
w47016490,30
w47016491,30
w47016492,30
w47016494,30
w47016496,30
w48174800,40
w48174808,30
w48174823,40
w48180337,30
w48180338,30
w48180339,40
w48180342,50
w48180343,50
w48180344,50
w48180356,30
w48180360,30
w48180361,30
w48180362,30
w48180364,30
w48180366,30
w48180373,30
w48180374,30
w48180381,30
w48180388,30
w48180389,30
w48180393,30
w48180415,30
w48180440,30
w48397933,30
w48397937,30
w48397945,20
w48397946,30
w48397947,30
w48397948,20
w48397956,30
w48503537,30
w48503538,30
w48503540,30
w48503541,20
w48503545,30
w48503548,30
w48560799,30
w48560803,50
w48563881,30
w48563882,50
w48563884,30
w48563888,30
w48563892,30
w48563895,30
w48563896,50
w48563898,30
w48563903,30
w48563904,30
w48659802,50
w48871219,50
w48874520,50
w48874522,40
w48874524,30
w48874527,50
w48874530,30
w48874531,50
w48874532,40
w48874535,30
w49015712,50
w49015713,50
w49023755,30
w49023756,50
w49063453,30
w49063454,40
w49063461,50
w49063463,40
w49063464,30
w49063468,30
w49063470,30
w49185316,20
w49195709,30
w49195711,30
w49195712,30
w49197451,50
w49197452,40
w49197456,50
w49199258,30
w49199264,30
w49199265,30
w49199267,30
w49199268,30
w49199269,30
w49199280,30
w49205173,30
w49205176,40
w49208259,50
w49209082,30
w49209087,30
w49209094,30
w49766447,30
w49766455,30
w49766495,30
w49766498,30
w49772636,40
w49772639,30
w49772640,30
w49772641,30
w49772643,30
w49772654,30
w49772660,30
w49772662,30
w49772663,30
w49772664,30
w49772665,20
w49772667,30
w49772669,30
w49772670,30
w49772671,30
w49772672,50
w49772673,30
w49772674,30
w49772677,30
w49772678,30
w49810913,50
w49810914,30
w49811430,40
w49811431,30
w49811432,30
w49811483,50
w49811487,30
w49911348,50
w49989232,40
w49989233,30
w49989234,30
w50077954,50
w50077955,30
w50077956,30
w50079219,40
w50079220,30
w50079221,40
w50079222,40
w50079223,50
w50079224,50
w50079225,50
w50079228,40
w50079230,40
w50079232,30
w50079233,50
w50079239,50
w50079240,40
w50079241,10
w50079242,30
w50082625,20
w50082718,30
w50082807,30
w50082809,50
w50082829,50
w50082911,50
w50308669,30
w50309445,30
w50317003,30
w50317004,30
w50317005,30
w50317007,30
w50317008,30
w50317015,50
w50319917,10
