full_id,highway,name,oneway,surface,maxspeed,lanes,length
w14347631,secondary,Viale Mercadante,yes,asphalt,,"1",43.293622290888692
w24884016,tertiary,Piazza Giuseppe Garibaldi,yes,asphalt,,"1",310.509675841758565
w24884032,residential,Via Carlo Perrone,yes,,,"1",110.075859784833654
w24884036,residential,Largo Angelo Fraccacreta,yes,,,"1",116.989376773605073
w24884039,residential,Via Niccolò Piccinni,yes,asphalt,"30","1",289.281492605385097
w24884041,residential,Via Abate Giacinto Gimma,yes,,,"1",101.037026454160184
w24884042,residential,Via Alessandro Maria Calefati,no,asphalt,,"1",290.845100252553891
w24884043,residential,Via Nicolò Putignani,yes,asphalt,,"1",652.462002303330451
w24884052,tertiary,Via Dante Alighieri,yes,asphalt,,"1",1045.593227211452586
w24884056,service,Via Michele Garruba,no,asphalt,,"1",136.979282965497845
w24884068,residential,Via Melo da Bari,yes,asphalt,"30","1",151.920052925883283
w24884071,residential,Piazza Aldo Moro,yes,asphalt,,"1",107.632647809051264
w24884076,tertiary,Via Beata Elia di San Clemente,yes,asphalt,,"1",133.724752311528931
w24884077,residential,Via Marchese di Montrone,yes,asphalt,,"1",445.240667158946678
w24884086,residential,Via Andrea da Bari,yes,,,"1",78.577617001097437
w24884089,residential,Via Salvatore Cognetti,yes,,,"1",26.691953794140865
w24884090,residential,Via Matteo Renato Imbriani,yes,asphalt,,"1",371.007875733109074
w24884091,residential,Via Cardassi,yes,,,"1",299.684093014194389
w24884095,residential,Via Alberto Sordi,yes,asphalt,"30","1",107.924310259988616
w24884096,residential,Piazza Eroi del Mare,yes,,,"1",86.147914797960624
w24884103,residential,Via Sagarriga Visconti,yes,,,"1",133.820112255342963
w24884107,residential,Via Eritrea,yes,,,"1",134.773663326835049
w24884108,residential,Via Marcello Celentano,yes,,,"1",296.592001082665490
w24884161,residential,Via Alfredo Oriani,yes,asphalt,,"1",138.383333193817037
w24884183,service,Via Giovanni Palatucci,no,,,"1",87.761502125116266
w24884189,residential,Via Giovanni Bovio,yes,,,"1",543.131180638298247
w24884194,residential,Via Principe Amedeo,yes,,,"1",665.889630105158062
w24884196,residential,Via Giovan Battista Trevisani,yes,asphalt,,"1",761.876019582765139
w24884205,residential,Via Scipione Crisanzio,yes,,,"1",604.115646988050003
w24884206,residential,Via Libertà,yes,,,"1",223.481562757582140
w24884211,residential,Via Tenente Casale y Figoroa,yes,asphalt,"30","1",145.198872596375509
w24884241,residential,Via Francesco Petrelli,yes,,,"1",127.152488451990763
w24884242,residential,Via Ettore Fieramosca,yes,asphalt,,"1",520.958418012447964
w24884257,secondary,Via Nicola de Giosa,yes,,,"1",347.797924433833430
w24884262,residential,Corso Sidney Sonnino,yes,asphalt,,"1",843.504127589004497
w24888729,residential,Via Monsignor Francesco Nitti,yes,,,"1",307.025125406666120
w24888743,residential,Via Don Giovanni Bosco,yes,,,"1",334.015542465696626
w24888745,residential,Via Canonico Bux,no,,,"1",156.414874223686354
w24888782,residential,Via Emanuele Mola,yes,asphalt,,"1",221.359208148109531
w24888785,service,w24888785,yes,,,"1",158.325197114850170
w24888810,residential,Via Giuseppe Bozzi,yes,,,"1",259.918016059920603
w24888867,residential,Via Goffredo di Crollalanza,yes,asphalt,,"1",134.355857877830431
w24888882,residential,Via Zara,yes,asphalt,,"1",151.513899764118463
w24888892,residential,Via Giuseppe Volpe,yes,asphalt,,"1",150.685338334214350
w24888895,residential,Via Giandomenico Petroni,no,asphalt,,"1",150.185447765724348
w24888910,residential,Via Dalmazia,yes,asphalt,,"1",816.383754144033219
w24888924,residential,Piazza Eroi del Mare,yes,asphalt,"30","1",115.920061548929539
w24888988,residential,Via Fiume,yes,asphalt,,"1",82.937356486170074
w24888996,residential,Via Giuseppe Laudisi,yes,asphalt,,"1",73.972935609568040
w24888999,residential,Via Raffaele d'Addosio,yes,asphalt,,"1",123.570873499518939
w24889002,residential,Via Francesco Maria Parisi,yes,asphalt,,"1",73.477982586750400
w24889030,residential,Via Vincenzo de Romita,yes,asphalt,,"1",150.478308826281989
w24889060,tertiary,Corso Cavour,yes,asphalt,,"1",104.474196512014373
w24889089,residential,Via Muciaccia,no,,,"1",58.445632945162075
w24889107,residential,Piazza Giuseppe Massari,yes,asphalt,,"1",29.349142148795941
w24889172,residential,Piazza Aldo Moro,yes,asphalt,"30","1",139.899547298667102
w24889189,residential,Via Giovanni Pascoli,yes,,,"1",127.734615445646170
w24889264,tertiary,Via Napoli,yes,,,"1",96.417148807294751
w24889463,residential,Via San Francesco d'Assisi,no,asphalt,,"1",102.590493366217189
w24889475,residential,Via Pasquale Villari,no,,,"1",187.105110433076931
w24909577,residential,Via Michele Fiorino,yes,,,"1",107.073728339783017
w24909587,residential,w24909587,no,,,"1",61.076262328091317
w24909598,residential,Via Domenico Turitto,yes,,,"1",183.867760959180544
w24909618,residential,Via Saverio Costantino,yes,,,"1",92.089044867731928
w24909625,residential,Via Fratelli Bandiera,yes,,,"1",119.278334144282979
w24909628,residential,Via Malta,no,,,"1",94.717008956663889
w24909639,residential,Via Vittorio Bottego,no,,,"1",245.238858362951618
w24909643,residential,Via Francesco Netti,no,,,"1",310.385724021576038
w24909646,residential,Via Tommaso Porcelli,no,,,"1",127.243519617045223
w24909650,residential,Via Federico Hermann,no,,,"1",99.074751653079716
w24909653,residential,Via Vincenzo Rogadeo,no,,,"1",125.553303462249730
w24909655,residential,Via Giovanni Jatta,no,,,"1",283.051895780447921
w24909820,residential,Piazza Aldo Moro,yes,asphalt,,"1",40.324444340773972
w24909850,residential,Via Spalato,yes,asphalt,,"1",203.610146527019992
w24909852,residential,Via Cattaro,yes,asphalt,,"1",210.041785530889825
w24909933,residential,Via Addis Abeba,yes,asphalt,,"1",214.284128535541043
w24909950,residential,Via Istria,yes,asphalt,,"1",129.952432407565652
w24909965,residential,Via Arcivescovo Vaccaro,yes,asphalt,,"1",225.588907215807922
w24909975,residential,Via Niccolò Pisani,yes,asphalt,,"1",98.317023223566196
w24909989,residential,Via Durazzo,yes,asphalt,,"1",126.160265257458548
w24909992,residential,Via Libia,yes,asphalt,,"1",105.421793325488679
w24909999,residential,Via Michelangelo Signorile,yes,asphalt,,"1",223.239422598465694
w24910006,residential,Via Rodi,yes,asphalt,,"1",115.209579584154994
w24995602,unclassified,w24995602,yes,asphalt,,"1",85.040093020151346
w24995603,unclassified,Viale Enzo Ferrari,yes,asphalt,,"1",54.640302571543330
w24995604,secondary_link,w24995604,yes,,,"1",90.598416986242810
w24995605,secondary,w24995605,yes,asphalt,,"1",46.428134474829477
w24995606,secondary_link,w24995606,yes,,,"1",84.784185255116824
w24995607,secondary,Via Gabriele D'Annunzio,no,asphalt,,"1",604.724188118013785
w24995608,unclassified,Viale Enzo Ferrari,yes,asphalt,,"2",756.899558578680512
w24998892,trunk_link,w24998892,no,asphalt,,"1",312.212929212872098
w25072229,trunk_link,w25072229,yes,,"40","1",253.824673692828014
w25563487,residential,Via Giuseppe Pisanelli,yes,,,"1",4.456186593124602
w25563490,residential,Corso Benedetto Croce,no,asphalt,,"1",208.100226495580387
w25563512,residential,Via Andrea Angiulli,yes,,,"1",93.749687095822154
w25563515,residential,Via Trento,yes,asphalt,,"1",319.374566725394402
w25563516,residential,Via Giuseppe de Nittis,yes,,,"1",132.161719495790010
w25563519,residential,Via Michele de Napoli,yes,asphalt,,"1",61.199435732104178
w25563522,residential,Via Carlo Pisacane,no,asphalt,,"1",166.117845765156233
w25563524,residential,Via Nizza,no,asphalt,,"1",278.602203655886683
w25563526,residential,Via Emanuele de Deo,no,asphalt,,"1",283.051413266512441
w25563530,residential,Via dei Mille,no,,,"1",177.189600237520352
w25563701,service,w25563701,no,,,"1",148.582321927365683
w25563710,residential,Via Domenico Cirillo,yes,asphalt,,"1",307.955271039089666
w25563712,secondary,Via Francesco Lattanzio,yes,asphalt,,"1",521.076999558016610
w25563715,residential,Via Sigismondo Castromediano,yes,asphalt,,"1",365.083453818930877
w25563718,residential,Via Emanuele Mola,no,asphalt,,"1",84.880583490621063
w25563739,residential,Piazza Aldo Moro,yes,asphalt,,"1",38.902079852760295
w25585741,residential,Via Francesco Muciaccia,yes,,,"1",21.438062884917990
w25585743,residential,Via Giovanni Cozzoli,yes,,,"1",84.557451193777027
w25585748,residential,Via Enrico Toti,yes,asphalt,,"1",218.298024977753130
w25585764,secondary,Via Gaetano Postiglione,no,asphalt,,"2",266.205203622192641
w25585785,service,w25585785,no,asphalt,"20","1",167.373951341378643
w25585789,residential,Via Canonico Annibale Maria di Francia,no,asphalt,,"1",156.678003530437564
w25585799,residential,Via Celso Ulpiani,yes,asphalt,,"1",590.432494200752558
w25585815,secondary,Via Giovanni Amendola,yes,asphalt,,"2",460.001470226908907
w25585825,residential,Via Enrico Toti,yes,asphalt,,"1",99.913881804354347
w25585832,residential,Via Edmondo De Amicis,yes,,,"1",125.956786890723905
w25585833,residential,Via Giuseppe Zanardelli,yes,asphalt,,"1",592.939982420100250
w25585842,residential,w25585842,no,,,"1",45.061873689684489
w25585848,service,w25585848,no,,,"1",82.607038992974694
w25585852,residential,Via Principessa Iolanda,yes,,,"1",114.541572559842095
w25585856,residential,Via Edmondo De Amicis,no,asphalt,,"1",105.254278399918348
w25585858,residential,Via Pasquale Fiore,yes,asphalt,,"1",40.550959412235933
w25585861,residential,Via Guido De Ruggiero,yes,asphalt,,"1",228.952041421996171
w25585883,residential,Via Luigi Galvani,yes,,,"1",51.065687636725684
w25585902,unclassified,Via Luigi Pinto,no,,,"1",100.691302159847979
w25586000,tertiary,Via Giulio Petroni,no,,,"1",677.486650061676869
w25586007,residential,Via Gaetano Devitofrancesco,yes,,,"1",191.803900181333063
w25586010,residential,Via Albert Einstein,yes,,,"1",195.713282422481285
w25586014,residential,Via Luigi Ricchioni,no,asphalt,,"1",180.682984202533703
w25586015,service,Traversa Giulio Petroni,no,,,"1",104.916362484148493
w25586022,service,Via Tenente Pilota Lucio Carri,no,,,"1",194.042580467148980
w25586037,residential,Via Donato Gargasole,yes,,,"1",103.657617012222900
w25586063,residential,Via Umberto Zanotti Bianco,no,asphalt,,"1",203.878387838481359
w25586066,service,Strada Borrelli,no,,,"1",67.053501131280228
w25586080,residential,Via Michele Galiani,yes,,,"1",77.134987123314232
w25586160,tertiary_link,w25586160,yes,asphalt,,"1",16.140906962535141
w25586166,residential,Via Vitantonio De Bellis,no,,,"1",287.087164067991409
w25586213,secondary,Via Giuseppe Bottalico,yes,,,"1",320.060953447708016
w25586444,residential,w25586444,no,,,"1",97.718290261418531
w25586446,residential,w25586446,no,,,"1",96.613966295584959
w25586450,residential,w25586450,no,,,"1",93.753689171181577
w25621696,tertiary,Via della Resistenza,yes,,,"1",361.297122761283845
w25621913,service,w25621913,no,asphalt,,"1",34.676103981384195
w25621916,service,w25621916,no,,,"1",33.153623574152192
w25621938,service,w25621938,no,asphalt,,"1",135.066783184107976
w25621941,service,w25621941,no,asphalt,,"1",325.656571634422562
w25622232,service,w25622232,yes,,,"1",130.752325970719170
w25622656,service,w25622656,no,asphalt,,"1",37.749145724366358
w25622658,service,w25622658,no,asphalt,,"1",94.106208849635166
w25622662,service,w25622662,no,asphalt,,"1",68.349273816941803
w25632357,unclassified,Via Gaetano Salvemini,yes,asphalt,,"1",244.347739666172657
w25632636,residential,Via Gaetano Salvemini,yes,,,"1",284.843222865088308
w25632637,residential,Via Nicola Tridente,no,,,"1",173.107558978671420
w25632638,unclassified,w25632638,no,,,"1",9.034293004076197
w25633225,service,w25633225,yes,asphalt,,"1",58.389073018374425
w25633468,primary,Via Adolfo Omodeo,yes,,,"1",229.532167863582913
w25633497,unclassified,w25633497,no,asphalt,,"1",112.076737654808753
w25633744,residential,Vico Capurso,no,,,"1",108.569515711705876
w25633750,unclassified,Via Amendola,no,asphalt,,"1",90.559894404147911
w25633751,service,w25633751,no,,,"1",170.924567220453639
w25633755,service,w25633755,no,,,"1",133.176690171901043
w25633776,service,w25633776,no,,,"1",203.043588880118818
w25633801,service,w25633801,no,,,"1",39.382490036795232
w25633838,service,w25633838,no,,,"1",42.272939513919852
w25633859,service,w25633859,no,asphalt,,"1",50.764104450157532
w25633936,tertiary,Viale Giuseppe di Vittorio,yes,asphalt,,"1",219.349964923119330
w25633955,tertiary,Viale Unità d'Italia,yes,asphalt,,"1",91.211647486073346
w25633977,trunk_link,w25633977,yes,,,"1",128.621188800037203
w25634025,primary_link,w25634025,yes,asphalt,"40","2",108.234911570699580
w25634029,primary_link,w25634029,no,asphalt,"40","2",44.859948988905451
w25634032,service,w25634032,no,,,"1",206.254606503151763
w25634039,residential,w25634039,no,,,"1",94.710217794163484
w25634042,primary_link,w25634042,no,asphalt,"40","1",328.618533771551824
w25634050,residential,Via Giustino Fortunato,yes,,,"1",215.752504211081856
w25634052,residential,w25634052,yes,,,"1",154.526603603166649
w25634069,residential,w25634069,no,,,"1",181.449349444009414
w25634116,residential,Via Antonio De Viti De Marco,yes,,,"1",144.341040678879949
w25634119,service,w25634119,no,,,"1",209.910436424738123
w25634152,service,w25634152,no,,,"1",123.297675588738414
w25634153,residential,w25634153,no,,,"1",141.391157816749569
w25634181,residential,Via Gorizia,yes,,,"1",233.430118188684133
w25634183,residential,Via Egnatia,yes,asphalt,,"1",109.159906721568447
w25634217,residential,Molo San Nicola,yes,,,"1",249.030294643191382
w25634281,residential,Via Corfù,yes,asphalt,,"1",133.594505886120800
w25634282,residential,Via Egnatia,yes,asphalt,,"1",140.452191411990839
w25634283,residential,Via Giacomo Matteotti,yes,asphalt,,"1",142.137191159319087
w25634287,residential,Via Fratelli Rosselli,yes,asphalt,,"1",138.618435287982066
w25634333,service,w25634333,no,,,"1",59.896949686764458
w25634399,residential,Via Napoleone Colajanni,no,,,"1",446.183582172251931
w25634401,unclassified,Stradella Petrera,yes,asphalt,,"1",225.334842951361168
w25634403,residential,Via Robert Schumann,yes,asphalt,,"1",272.352517858287854
w25634431,primary,Via Adolfo Omodeo,yes,asphalt,,"1",371.801845108629834
w25634503,secondary,Via Caldarola,no,,,"1",298.374562593656776
w25634505,tertiary,w25634505,yes,,,"1",99.682513813539458
w25634514,service,w25634514,no,,,"1",125.008238213594566
w25634516,residential,Via Gaetano Filangieri,yes,asphalt,,"1",35.835910191473182
w25634552,residential,Via Nicola Fornelli,no,,,"1",73.870574929583569
w25634567,residential,Via Monfalcone,no,,,"1",163.219793274174947
w25634568,residential,Via Carnia,no,asphalt,,"1",209.857400400891123
w25634580,residential,Via Pasubio,yes,asphalt,,"1",342.495979405269054
w25634581,residential,Via Adige,no,asphalt,,"1",168.162930812578793
w25634595,residential,Via Nicola De Gemmis,yes,asphalt,,"1",393.118517453641971
w25634597,residential,w25634597,no,,,"1",93.600822317322411
w25634605,residential,w25634605,no,,,"1",95.337470842240776
w25634637,tertiary,Viale Orazio Flacco,yes,,,"1",56.568850978229406
w25634642,residential,Via Leonardo Mastrandrea,yes,,,"1",179.489159988066604
w25634648,residential,Via Leonardo Mastrandrea,yes,,,"1",122.271533492789786
w25634650,residential,w25634650,no,,,"1",124.614566059556623
w25634719,residential,Via Guido De Ruggiero,yes,,,"1",145.373416461666494
w25634721,residential,Via Gioacchino Toma,yes,,,"1",173.379444791134887
w25634722,residential,Via Piave,yes,,,"1",350.881700231014861
w25634723,residential,Via Angelico Tosti-Cardarelli,no,,,"1",117.834049174600722
w25634726,residential,Via Monte Grappa,yes,asphalt,,"1",515.729542971465776
w25634741,residential,Via Sabotino,yes,,,"1",365.573606642835330
w25634742,residential,Via Andrea Matteo Acquaviva,yes,,,"1",50.947489387995169
w25634744,residential,Via Maggiore Francesco Baracca,yes,asphalt,,"1",198.326705115665703
w25634770,tertiary,w25634770,no,,,"1",15.587520235764474
w25634772,residential,Via Vincenzo Bellini,no,,,"1",246.346696136551628
w25634775,residential,Via Nicolò van Westerhout,no,asphalt,,"2",338.621162842947683
w25634779,residential,w25634779,no,,,"1",1065.531028331158723
w25634780,service,Viale Tirreno,no,,,"1",194.666194038033296
w25634784,service,Piazzale Roma,yes,asphalt,,"1",180.562799133919611
w25634786,service,Via Pisa,no,,,"1",114.003324097896908
w25634788,service,Viale Amalfi,no,,,"1",133.520787803684811
w25634789,service,Via Volga,no,,,"1",70.682927242736724
w25634790,service,Via Genova,no,,,"1",110.596687379995430
w25634791,service,Via Venezia,no,asphalt,,"1",112.739643267266928
w25634792,service,Viale Danubio,no,,,"1",73.994993572323736
w25634804,service,Via Suez,no,,,"1",70.403293378106966
w25634805,service,Viale Bosforo,no,asphalt,,"1",68.409477339823610
w25634807,service,w25634807,no,,,"1",40.627208689351932
w25634809,service,Viale Italo Oriente,no,,,"1",79.331340423110177
w25634810,service,Via Lepanto,no,,,"1",230.546763895877689
w25634811,tertiary,Via Adriatico,no,asphalt,,"2",367.116503108714312
w25654202,service,w25654202,no,,,"1",67.059286161600923
w25654221,tertiary,Viale Quinto Ennio,yes,,,"2",529.745495282769411
w25654257,service,w25654257,no,,,"1",282.746492878945958
w25654260,service,w25654260,no,,,"1",350.605685279509544
w25654338,service,w25654338,no,,,"1",56.453609800141109
w25654352,service,w25654352,no,,,"1",197.021720190058829
w25654361,service,w25654361,no,,,"1",198.352571398240741
w25654582,residential,Via Giuseppe Saverio Poli,yes,,,"1",105.195112155170619
w25654633,residential,w25654633,no,,,"1",47.688624045503907
w25654635,service,w25654635,no,,,"1",183.132732619169644
w25654636,service,w25654636,no,,,"1",168.481105758546960
w25654649,service,w25654649,no,,,"1",98.545269167759869
w25654657,residential,w25654657,no,,,"1",94.723849404194937
w25654659,residential,w25654659,no,,,"1",66.102705259692385
w25654660,residential,w25654660,no,,,"1",94.867552489582181
w25654663,residential,Via Santo Mariano,yes,,,"1",358.853221169150629
w25654667,residential,Via Orazio Comes,yes,,,"1",286.892356010681681
w25654668,residential,Via Martino Cassano,yes,,,"1",101.212626811103277
w25654670,residential,Via Benedetto Lorusso,yes,asphalt,,"1",200.421143124367461
w25654671,residential,Via Monte Nevoso,yes,,,"1",186.169519820186594
w25654672,residential,Via Giuseppe Pellegrini,yes,,,"1",172.713740182987380
w25654677,residential,Via Isonzo,yes,asphalt,,"1",506.336514148336448
w25654678,residential,Via Brennero,no,,,"1",36.357146068149561
w25654679,residential,Via Giuseppe Zuccaro,yes,,,"1",193.808413604874175
w25654683,secondary,w25654683,yes,,,"1",28.583639800751378
w25654684,residential,Via Pietro Colletta,yes,,,"1",293.820188644460131
w25654688,residential,w25654688,no,,,"1",157.643061325932194
w25654689,secondary,Via Giuseppe Sangiorgi,yes,asphalt,,"2",155.228574342189518
w25654692,unclassified,Via Picone,no,,,"1",144.096301586517455
w25654693,unclassified,Via Tommaso Storelli,no,,,"1",121.435458957143283
w25654694,service,w25654694,no,,,"1",108.791861055568432
w25654696,residential,w25654696,no,,,"1",78.147253826530473
w25654697,residential,w25654697,no,,,"1",31.847878702790794
w25654698,residential,Via Ruggiero Bonghi,no,,,"1",200.844584677297206
w25654729,tertiary,Largo 2 Giugno,yes,asphalt,,"1",18.665940749203088
w25654817,tertiary,Corso Alcide De Gasperi,no,asphalt,"50","1",1259.226342442428631
w25654826,residential,Via Andrea Gabrieli,yes,,,"1",158.238968095916249
w25654830,residential,Via Enrico Pessina,yes,,,"1",160.156910495780323
w25654862,unclassified,w25654862,no,,,"1",42.598636185681350
w25654863,unclassified,Via Podgora,yes,,,"1",348.535624024345054
w25654865,unclassified,Via Luca De Samuele Cagnazzi,yes,,,"1",360.864411187971427
w25654869,residential,Via Monte San Michele,yes,,,"1",379.604586160680242
w25654876,unclassified,w25654876,no,,,"1",162.026875165935593
w25654897,primary,Via Stefano Jacini,yes,asphalt,,"2",156.030591494527357
w25654899,unclassified,w25654899,no,,,"1",76.044382645370050
w25654904,residential,Via Carlo Maranelli,no,,,"1",159.920760419079500
w25654915,unclassified,Via Giovanni Colella,no,,,"1",450.354602483575036
w25654922,residential,Via Premuda,yes,,,"1",81.257197819731473
w25654928,service,w25654928,no,,,"1",100.384635862518437
w25654930,residential,Via Carlo Borsani,yes,,,"1",166.180431944450049
w25654933,unclassified,w25654933,no,,,"1",106.004298446829111
w25654935,service,w25654935,no,,,"1",30.507049662284171
w25654937,service,w25654937,no,,,"1",63.522387747970242
w25654939,service,w25654939,no,,,"1",185.181747687435433
w25654951,service,w25654951,no,,,"1",98.246959115380463
w25654952,service,w25654952,no,,,"1",99.350194123868476
w25654953,service,w25654953,no,,,"1",41.238738700439370
w25654954,service,w25654954,no,,,"1",38.593042818791460
w25654956,service,w25654956,no,,,"1",41.092280092021099
w25654957,unclassified,w25654957,no,,,"1",98.501180210822056
w25654958,unclassified,Via Effrem Datto,no,,,"1",112.843478643449473
w25654964,service,Largo 2 giugno,no,,,"1",226.978029071999288
w25654991,tertiary,Via Camillo Rosalba,no,asphalt,,"3",139.358139544616506
w25654994,residential,Via Papa Benedetto XIII,no,,,"1",152.283477951266605
w25654998,residential,Piazzetta dei Papi,yes,,,"1",54.198341397614819
w25655001,unclassified,Via Giovanni Modugno,yes,,,"1",203.848167571617125
w25655018,unclassified,Via Bartolo Longo,no,,,"1",120.640212124810660
w25655024,residential,Via Papa Benedetto XIII,no,,,"1",135.778434943104543
w25655025,residential,w25655025,no,,,"1",102.126152329243766
w25655026,residential,w25655026,no,,,"1",17.710836101946775
w25655028,residential,Via Gennaro Guevara,no,,,"1",153.309130939208870
w25655033,residential,Via Saverio Lioce,no,asphalt,,"1",669.314929580753983
w25655035,unclassified,Via Niceforo,yes,,,"1",159.425926862301452
w25655038,residential,Viale del Concilio Vaticano II,yes,,,"1",250.757720229314799
w25655039,unclassified,Via Papa Paolo VI,yes,,,"1",158.135107403776601
w25655052,residential,Via monsignor Enrico Nicodemo,no,asphalt,,"1",197.894805152702304
w25655053,residential,w25655053,no,,,"1",57.582411917847672
w25655054,residential,Via Niceforo,no,,,"1",517.347769678640475
w25655060,residential,Viale Quinto Orazio Flacco,yes,,,"1",184.459731148461486
w25655065,tertiary_link,w25655065,no,,,"1",10.770405068189842
w25655068,unclassified,Via Armando Favia,yes,,,"1",94.107245195984547
w25748495,unclassified,w25748495,no,,,"1",103.682064201869167
w25748594,unclassified,w25748594,no,,,"1",56.984577805389584
w25748726,secondary,Viale Madre Teresa di Calcutta,yes,asphalt,"50","3",719.371963622433896
w25748740,unclassified,Via Che Guevara,no,,,"1",93.538077727478793
w25748750,residential,Via Robert Kennedy,no,asphalt,,"1",95.054441281573673
w25748757,residential,Via Giacomo Tauro,no,,,"1",137.175766776896324
w25748793,unclassified,Via Martin Luther King,no,asphalt,,"2",79.449442643289728
w25748820,secondary,Viale Mohandas Gandhi,yes,,,"1",224.331142431491600
w25748839,secondary,Viale Mohandas Gandhi,no,asphalt,"50","4",224.525769285666513
w25748858,service,w25748858,no,,,"1",53.348249218022048
w25748905,service,w25748905,no,,,"1",70.185109028842618
w25748941,service,w25748941,no,,,"1",67.621988843077546
w25748948,unclassified,Via Jan Palach,no,,,"1",103.458839730337672
w25748962,unclassified,Via Giuseppe del Drago,no,,,"1",119.769761281179441
w25749210,service,w25749210,no,,,"1",261.297084041006030
w25756473,unclassified,w25756473,no,,,"1",55.527220870743228
w25756520,service,I Traversa Camillo Rosalba,no,,,"1",178.972252664558425
w25756821,tertiary,Viale Luigi De Laurentis,yes,,,"1",1111.357976964029376
w25756829,residential,Via Luigi Luzzatti,no,,,"1",106.044167063759730
w25756833,residential,Via Giuseppe Pavoncelli,yes,asphalt,,"2",189.072213369412225
w25756835,residential,Via Giuseppe Pavoncelli,yes,asphalt,,"2",192.415813938298413
w25756837,residential,Via Giuseppe Palmieri,no,,,"1",287.783089777237592
w25756846,unclassified,Via Giuseppe Pavoncelli,no,,,"1",200.091166809439926
w25756850,residential,Via Demetrio Marin,no,,,"1",305.670260245508075
w25756859,unclassified,Via Gaetano Salvemini,yes,,,"1",154.699286288956415
w25756861,service,Via Filippo Turati,no,,,"1",122.611735313878782
w25756870,residential,w25756870,no,,,"1",262.129583633289769
w25756875,unclassified,Via Conte Giusso,no,,,"1",577.715967583640804
w25817299,unclassified,w25817299,no,,,"1",343.686603256496596
w25817301,service,w25817301,no,,,"1",205.052437502240593
w25817312,track,w25817312,no,,,"1",157.553304085912544
w25817392,unclassified,Via Salvatore Matarrese,yes,asphalt,"50","1",446.242537233428720
w25817411,unclassified,w25817411,yes,,,"1",43.074317633850853
w25817422,tertiary,Via Antonio Lucarelli,yes,asphalt,,"1",45.732824265700323
w25817423,tertiary,Via Antonio Lucarelli,yes,,,"1",186.968184274078169
w25817432,unclassified,Viale Nicola Dell'Andro,yes,asphalt,,"1",29.556846293382794
w25817447,unclassified,Viale Giuseppe Bartolo,yes,,,"1",116.843469211166777
w25817554,unclassified,Via Cancello Rotto,yes,,,"1",304.383175692796726
w25817657,unclassified,Via Giuseppe Petraglione,yes,,,"1",286.184613109563088
w25817680,service,w25817680,no,,,"1",216.179940519152240
w25817735,tertiary,Via Giulio Petroni,no,,,"1",354.044693048618228
w25817802,residential,Via Divisione Paracadutisti Folgore,no,,,"1",294.525365031908393
w25817813,unclassified,Strada Calvani,yes,,,"1",137.133161217465897
w25817815,unclassified,Via Osvaldo Marzano,no,,,"1",316.339013768153450
w25817864,unclassified,Via Nicola Pende,yes,,,"1",238.695067880749491
w25817868,residential,Via Alberotanza,no,,,"1",767.506267043812500
w25817954,unclassified,w25817954,yes,,,"1",139.041617067457025
w25817999,unclassified,Viale Saverio Dioguardi,yes,,,"1",22.385391944241960
w25819014,unclassified,Piazzale Mater Ecclesiae,yes,,,"1",112.119025439295697
w25819144,unclassified,w25819144,yes,,,"1",26.714637346707192
w25819156,unclassified,w25819156,yes,,,"1",184.122935020359762
w25819177,tertiary,Via Antonio Lucarelli,yes,,,"1",140.885067203986324
w25819183,unclassified,Strada Giosuè Carducci,yes,,,"1",349.892569969345459
w25819208,unclassified,w25819208,yes,asphalt,,"1",80.702738067261947
w25819210,unclassified,w25819210,yes,asphalt,,"1",107.821853606717696
w25819271,unclassified,w25819271,no,asphalt,,"2",203.381207280921416
w25838169,unclassified,w25838169,no,,,"1",78.560738038778183
w25838186,service,w25838186,yes,,,"1",94.267001444993795
w25838188,service,w25838188,yes,,,"1",116.718382368403340
w25838207,unclassified,Via Edmondo Caccuri,no,,,"1",142.708700322293851
w25838210,unclassified,Via Salvatore Matarrese,yes,,,"1",163.535811356918799
w25838212,unclassified,w25838212,no,,,"1",10.872207878280458
w25838293,tertiary,w25838293,yes,asphalt,,"1",65.463411491521498
w25838359,unclassified,w25838359,no,,,"1",251.227901897513789
w25838478,residential,Via Pietro Oreste,yes,,,"1",39.872815478619003
w25972707,trunk_link,w25972707,yes,,"40","1",42.092305204128138
w25972771,trunk_link,w25972771,yes,,"40","1",77.561148118167168
w25973526,residential,Viale Grotta della Regina,no,,,"1",320.130308936427923
w25973568,residential,Via Luigi Marinelli Giovene,no,asphalt,,"1",442.881040593699879
w25973608,residential,Via Angelo Valle e Gianna Giglioli,yes,asphalt,,"1",282.453179706882736
w25974167,residential,Via Antonio Fenicia,no,,,"1",326.019353572778869
w25974176,unclassified,Via Raffaele Resta,yes,,,"1",382.823586050990684
w25974180,residential,w25974180,no,,,"1",103.857308991186898
w25974182,residential,Traversa I Via Morelli e Salvati,no,,,"1",172.369994329258418
w25974196,residential,w25974196,no,,,"1",128.530406716257545
w25974225,unclassified,Via Lama Giotta,no,,,"1",103.527363301840637
w25974226,living_street,Via Lama Giotta,no,,,"1",73.229653650193256
w25974229,residential,via Dante Alighieri,yes,,,"1",56.669853858969908
w25974231,residential,Via Roma,yes,,,"1",71.201620907184676
w25974243,residential,Via Monte Sei Busi,yes,,,"1",41.377614363367599
w25974265,residential,Via Giuseppe Mazzini,yes,asphalt,,"1",240.703769241901881
